OBJECTID,ID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIPP4,COUNTY,FIPS,DIRECTIONS,EMERGTITLE,EMERGTEL,EMERGEXT,CONTDATE,CONTHOW,GEODATE,GEOHOW,HSIPTHEMES,NAICSCODE,NAICSDESCR,GEOLINKID,X,Y,ST_VENDOR,ST_VERSION,GEOPREC,PHONELOC,QC_QA,UCAOA_ID
3086,2895,SPRINGS URGENT CARE,270-852-1632,2200 EAST PARRISH AVENUE,BUILDING C,OWENSBORO,KY,42303,1449,DAVIESS,21059,"S OF E PARRISH AVE, BETWEEN RAGU DR AND LEITCHFIELD RD", , , ,2008-03-11T00:00:00.000Z,PHONE,2008-03-11T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",106868412,-87.0773813,37.7587593,NAVTEQ,2006Q4,ONENTITY,YES,TGS, 
3087,2896,HILLCREST URGENT CARE,336-760-8999,2337 WINTERHAVEN LANE, ,WINSTON SALEM,NC,27103, ,FORSYTH,37067,LOCATED ON THE SOUTHEAST SIDE OF WINTERHAVEN LANE LESS THAN .10 MILES SOUTHWEST OF THE INTERSECTION OF HILLCREST CENTER DRIVE AND WINTERHAVEN LANE., , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-21T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-80.3258887,36.0506645,TGS,2008Q1,ONENTITY,YES,TGS, 
3088,2897,EDEN HILL EXPRESS CARE,302-674-1999,200 BANNING STREET,SUITE 170,DOVER,DE,19904, ,KENT,10001,LOC ON THE S SIDE OF W NORTH ST BETWEEN S WEST ST AND CLARENCE ST., , , ,2009-01-23T00:00:00.000Z,PHONE,2009-01-23T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-75.5324097,39.1540808,TGS,2008Q1,BLOCKFACE,YES,TGS, 
3089,2898,IMMEDIATE CARE CENTER,317-598-9918,6620 BINFORD MEDICAL DRIVE, ,INDIANAPOLIS,IN,46220, ,MARION,18097,LOCATED ON THE NORTHWEST CORNER OF THE INTERSECTION OF 3 65TH ST AND BINFORD BLVD., , , ,2009-01-13T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-86.0755944,39.8779096,TGS,2008Q1,ONENTITY,YES,TGS,UC_1582
3090,2899,SOLANTIC WALK-IN URGENT CARE - LAKE MARY,407-333-0160,136 PARLIAMENT LOOP,SUITE 102,LAKE MARY,FL,32746,3531,SEMINOLE,12117,ON THE E SIDE OF PARLIAMENT LOOP LESS THEN .1 MI NW OF S 5TH ST, , , ,2009-01-05T00:00:00.000Z,PHONE,2009-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-81.3265143,28.7556916,TGS,2008Q1,ONENTITY,YES,TGS, 
3091,2900,MEDI URGENT CARE CENTER,864-882-1420,111 CARTER PARK DRIVE, ,SENECA,SC,29678,1152,OCONEE,45073,"LOCATED ON THE NORTH SIDE OF CARTER PARK DRIVE, APPROX .1MI EAST OF NORTH RADIO STATION ROAD.", , , ,2009-04-22T00:00:00.000Z,PHONE,2009-04-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-82.9871087,34.6844366,TGS,2008Q1,ONENTITY,YES,TGS, 
3092,2901,NITE OWL PEDIATRICS INCORPORATED,863-644-7337,3242 SOUTH FLORIDA AVENUE, ,LAKELAND,FL,33803,4574,POLK,12105,LOCATED ON THE SOUTHEAST CORNER OF CARLEON ST AND SOUTH FLORDIA AVENUE, , , ,2008-12-31T00:00:00.000Z,PHONE,2008-12-31T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",708453022,-81.9566515,28.004211,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1034
3093,2902,DECATUR MEMORIAL HOSPITAL EXPRESS CARE - EAST,217-864-6505,4847 UNITED STATES HIGHWAY 36 EAST, ,DECATUR,IL,62521, ,MACON,17115,LOCATED ON THE SOUTH SIDE OF US-36 BETWEEN AIRPORT PLZ AND S MOUNT ZION RD, , , ,2009-03-26T00:00:00.000Z,PHONE,2009-03-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",736386081,-88.8796066,39.8202832,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3094,2903,WELLSTAR URGENT CARE - KENNESAW,770-420-1792,3805 CHEROKEE STREET NORTHWEST, ,KENNESAW,GA,30144,2085,COBB,13067,LOC ON THE WEST SIDE OF CHEROKEE STREET NW BETWEEN JILES ROAD NW AND BOZEMAN LAKE ROAD NW., , , ,2009-01-02T00:00:00.000Z,PHONE,2009-01-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22827485,-84.6010348,34.0464932,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1288
3095,2904,ALOMA URGENT CARE,407-215-6371,483 NORTH SEMORAN BOULEVARD,SUITE 103,WINTER PARK,FL,32792,3800,ORANGE,12095,LOCATED IN THE EAST SIDE OF N SEMORAN BLVD APPROX .1 MILES SOUTH OF ALOMA AVE, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22391834,-81.3056539,28.6036708,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3096,2905,MEDEXPRESS URGENT CARE - PARKLAND,954-510-1500,7545 NORTH STATE ROAD 7, ,PARKLAND,FL,33073,3510,BROWARD,12011,LOCATED ON THE WEST SIDE OF SR 7 BETWEEN LOXAHATCHEE RD AND NW 74TH PL, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127647306,-80.204796,26.3246477,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3097,2906,ANNANDALE URGENT CARE,703-658-7060,7611 LITTLE RIVER TURNPIKE,SUITE 108 W,ANNANDALE,VA,22003,2611,FAIRFAX,51059,ON THE SOUTH SIDE OF LITTLE RIVER TPKE IN BETWEEN HERITAGE DR AND WOODLAND RD, , , ,2008-03-17T00:00:00.000Z,PHONE,2008-03-17T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",18361294,-77.20882,38.8318499,NAVTEQ,2006Q4,ONENTITY,YES,TGS, 
3098,2907,NAVARRE URGENT CARE,850-515-1174,2053 FOUNTAIN PROFESSIONAL COURT, ,NAVARRE,FL,32566,5105,SANTA ROSA,12113,ON THE W SIDE OF FOUNTAIN PROFESSIONAL CT LESS THEN .1 MI N OF NAVARRE PKY, , , ,2009-01-05T00:00:00.000Z,PHONE,2009-01-13T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-86.8460944,30.4086554,TGS,2008Q1,ONENTITY,YES,TGS, 
3099,2908,CAMP CREEK URGENT AND FAMILY CARE CENTER,404-629-9495,3885 PRINCETON LAKES WAY,SUITE 306,ATLANTA,GA,30331, ,FULTON,13121,"LOCATED ON THE SOUTH SIDE OF PRINCETON LAKES WAY, .1 MILE SW OF THE INTERSECTION OF REDWINE RD SW AND PRINCETON LAKES WAY.", , , ,2009-01-05T00:00:00.000Z,PHONE,2009-01-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-84.514544,33.6600598,TGS,2008Q1,ONENTITY,YES,TGS, 
3100,2909,PHYSICIANS IMMEDIATE MED,706-216-6000,91 NORDSON OVERLOOK,SUITE 101,DAWSONVILLE,GA,30534,6689,DAWSON,13085,"LOCATED ON THE WEST SIDE OF NORDSON OVERLOOK, LESS THAN .1 MILE NORTH OF THE INTERSECTION OF S 400 CENTER LN AND NORDSON OVERLOOK.", , , ,2009-01-21T00:00:00.000Z,PHONE,2009-01-22T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123759785,-84.0416455,34.3618654,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3101,2910,DOCTORS CARE - NORTHEAST,803-788-1153,110 ATRIUM WAY, ,COLUMBIA,SC,29223,6301,RICHLAND,45079,ON THE NE SIDE OF ATRIUM WAY BETWEEN TWO NOTCH RD AND ALPINE CIR., , , ,2009-02-04T00:00:00.000Z,PHONE,2009-02-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",102230999,-80.9363807,34.0861199,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3240
3102,2911,DOCTORS CARE - SIMPSONVILLE,864-967-7028,35 RAY E TALLEY COURT, ,SIMPSONVILLE,SC,29680,6772,GREENVILLE,45045,ON THE NORTH SIDE OF RAY E TALLEY CT LESS THAN .1 MILES EAST OF LADEAN CT, , , ,2009-02-03T00:00:00.000Z,PHONE,2009-02-03T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",716333644,-82.253387,34.7140296,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_3273
3103,2912,CONCENTRA URGENT CARE - CHARLESTON NORTH,843-572-0810,8780 RIVERS AVENUE,SUITE 200 B,NORTH CHARLESTON,SC,29406,9275,CHARLESTON,45019,LOCATED ON THE NORTH SIDE OF N PARK EXT BETWEEN NAD RD AND NORTHPARK BLVD, , , ,2009-02-02T00:00:00.000Z,PHONE,2009-02-02T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127889063,-80.0434103,32.9680745,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3104,2913,CONCENTRA URGENT CARE - JACKSONVILLE WEST,904-482-1400,7764 NORMANDY BOULEVARD,SUITE 24,JACKSONVILLE,FL,32221,6692,DUVAL,12031,LOCATED ON THE S SIDE OF NORMANDY VILLAGE PKY ABOUT .1 MI SW OF NORMANDY BLVD., , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23034048,-81.774131,30.2926726,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3105,2914,COLUMBUS REGIONAL URGENT CARE,706-320-8687,1800 10TH AVENUE,SUITE F,COLUMBUS,GA,31901,1513,MUSCOGEE,13215,LOCATED ON THE NORTHEAST CORNER OF 18TH ST AND 10TH AVE, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127183142,-84.978459,32.480261,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3106,2915,SOUTH TAMPA AFTER HOURS IMMEDIATE CARE,813-253-2113,602 SOUTH HOWARD AVENUE, ,TAMPA,FL,33606,2413,HILLSBOROUGH,12057,LOCATED ON THE SE CORNER OF THE INTERSECTION OF W DE LEON ST AND S HOWARD AVE., , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",23151524,-82.4827714,27.9383085,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3107,2916,FAST TRACK URGENT CARE CENTER,813-925-1903,11969 SHELDON ROAD, ,TAMPA,FL,33626,3644,HILLSBOROUGH,12057,LOCATED ON THE SE CORNER OF THE INTERSECTION OF WESTWIND DR AND SHELDON RD., , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",127661732,-82.5820605,28.0576161,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3108,2917,SAINT JOHNS EXPRESSCARE,904-280-1300,880 STATE HIGHWAY A1A NORTH,SUITE 16,PONTE VEDRA BEACH,FL,32082, ,ST JOHNS,12109,ABOUT .09 MILES SOUTH OF PONTE VEDRA POINTE BLVD ON THE WEST SIDE OF SR-A1A N., , , ,2006-12-19T00:00:00.000Z,PHONE,2006-12-19T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",17009301,-81.380428,30.1906184,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS,UC_1195
3109,2918,CHEAT LAKE URGENT CARE,304-291-5533,710 VENTURE DRIVE, ,MORGANTOWN,WV,26508,7306,MONONGALIA,54061,LOCATED ON THE S SIDE OF VENTURE DR .37 MILES N OF CR-857., , , ,2008-01-24T00:00:00.000Z,PHONE,2009-05-26T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",123523755,-79.8953401,39.6488607,NAVTEQ,2008Q1,BLOCKFACE,YES,TGS, 
3110,2919,GO-CARE - ABBY MEDICAL CENTER,302-999-0003,ONE CENTURIAN DRIVE, ,NEWARK,DE,19713,2137,NEW CASTLE,10003,LOCATED ON THE S SIDE OF SR-4 .3 MI W OF STANTON CHRISTIANA RD., , , ,2009-01-30T00:00:00.000Z,PHONE,2009-01-30T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-75.6567463,39.6959103,TGS,2008Q1,ONENTITY,YES,TGS, 
3111,2920,WHITEVILLE URGENT CARE,910-642-9876,326 COLUMBUS CORNERS DRIVE, ,WHITEVILLE,NC,28472,4929,COLUMBUS,37047,LOCATED ON THE NORTH SIDE OF SLIPPERY LOG RD LESS THAN .1 MILE WEST OF COLUMBUS CORNERS DR, , , ,2009-02-05T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-78.7252795,34.3022231,TGS,2008Q1,ONENTITY,YES,TGS, 
3112,2921,SATELLITE MED,931-528-7312,1120 SAMS STREET, ,COOKEVILLE,TN,38506,4006,PUTNAM,47141,LOC ON THE SOUTHEAST CORNER OF THE INTERSECTION OF BUNKER HILL RD & SAM'S ST., , , ,2009-02-09T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-85.5060739,36.1341727,TGS,2008Q1,ONENTITY,YES,TGS, 
3113,2922,BRISTOW URGENT CARE CENTER,703-330-2255,10390 BRISTOW CENTER DRIVE, ,BRISTOW,VA,20136,2201,PRINCE WILLIAM,51153,"LOCATED ON THE NORTH SIDE OF VINT HILL RD, BETWEEN .1 AND .2 MILES WEST OF THE INTERSECTION OF VINT HILL RD AND NOKESVILLE RD.", , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-09T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING", ,-77.5500983,38.7322932,TGS,2008Q1,ONENTITY,YES,TGS, 
3114,2923,WESTCHESTER MEDICAL GROUP URGENT CARE,914-681-3100,210 WESTCHESTER AVENUE, ,WHITE PLAINS,NY,10604,2901,WESTCHESTER,36119,LOCATED ON THE SOUTH SIDE OF ANDERSON HILL RD BETWEEN OLD WELL RD AND OLD LYME RD, , , ,2009-04-20T00:00:00.000Z,PHONE,2009-04-20T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",21445144,-73.7415699,41.031524,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3115,2924,CLEVELAND CARE FIRST,423-472-2273,1995 KEITH STREET NORTHWEST, ,CLEVELAND,TN,37311,4380,BRADLEY,47011,"LOCATED ON THE NORTHWEST SIDE OF KEITH ST NW, BETWEEN 17TH ST NW AND 20TH ST NW.", , , ,2009-04-29T00:00:00.000Z,PHONE,2009-04-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",124142893,-84.8782043,35.1747605,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3116,2925,CUMBERLAND OCCUPATIONAL AND URGENT CARE CENTER,931-787-1990,118 BROWN AVENUE,SUITE 102,CROSSVILLE,TN,38555,7703,CUMBERLAND,47035,LOCATED ON THE WEST CORNER OF BROWN AVE AND LANTANA RD., , , ,2009-04-29T00:00:00.000Z,PHONE,2009-04-29T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",98669150,-85.0286571,35.943255,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3117,2926,MEDICENTER AND ASSOCIATES,865-453-1122,1981 PARKWAY, ,PIGEON FORGE,TN,37863,4904,SEVIER,47155,LOCATED ON THE EAST CORNER OF PARKWAY AND LAZY LN., , , ,2009-05-04T00:00:00.000Z,PHONE,2009-05-04T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",91139315,-83.5760623,35.8243472,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3118,2927,THE MINI EMERGENCY ROOM,407-249-8870,12301 LAKE UNDERHILL ROAD,SUITE 118,ORLANDO,FL,32828,4510,ORANGE,12095,LOCATED ON THE NORTHEAST CORNER OF LAKE UNDERHILL RD AND N ALAFAYA TRL, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",106221458,-81.2030817,28.5478951,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3119,2928,URGENT CARE USA,813-752-7222,413 NORTH ALEXANDER STREET, ,PLANT CITY,FL,33563,4305,HILLSBOROUGH,12057,LOCATED ON THE NW CORNER OF THE INTERSECTION OF BAKER ST W AND ALEXANDER ST N, , , ,2009-01-15T00:00:00.000Z,PHONE,2009-01-15T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",27919518,-82.1384237,28.0181966,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3120,2929,CONCENTRA URGENT CARE MEDICAL CENTER - GOLDEN GLADES,305-770-4500,17601 NORTHWEST 2ND AVENUE,SUITE S,MIAMI,FL,33169,5001,MIAMI-DADE,12086,ON THE NE CORNER OF NW 2ND AVE AND NW 176TH ST., , , ,2008-03-12T00:00:00.000Z,PHONE,2008-03-10T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",22575263,-80.2039248,25.9363666,NAVTEQ,2006Q4,ONENTITY,YES,TGS, 
3121,2930,CHILLICOTHE ACUTE CARE CLINIC INCORPORATED,740-779-6612,4461 STATE ROUTE 159,SUITE E,CHILLICOTHE,OH,45601,8620,ROSS,39141,LOC ON THE NW SIDE OF THE T INTERSECTION OF OH-159 AND KENWORTH DR., , , ,2009-02-06T00:00:00.000Z,PHONE,2009-02-06T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",107248842,-82.9655746,39.3979843,NAVTEQ,2008Q1,ONENTITY,YES,TGS, 
3122,2931,FLORIDA HOSPITAL CENTRA CARE - ALTAMONTE,407-788-2000,440 WEST STATE ROAD 436, ,ALTAMONTE SPRINGS,FL,32714,4136,SEMINOLE,12117,ON THE SE CORNER OF W STATE ROAD 436 AND LYNCHFIELD AVE, , , ,2009-01-05T00:00:00.000Z,PHONE,2009-01-05T00:00:00.000Z,MANUAL,"CRITICAL INFRASTRUCTURE, PDD-63; PUBLIC HEALTH; PRIMARY CARE FACILITIES (INCLUDING HOSPITALS); AMBULATORY SURGICAL FACILITIES",621493,"URGENT MEDICAL CARE CENTERS AND CLINICS (EXCEPT HOSPITALS), FREESTANDING",16997204,-81.3985975,28.6614584,NAVTEQ,2008Q1,ONENTITY,YES,TGS,UC_1079
