0,zip_code,CAD Number,Response_Date,Call Date,Initial Problem Type,Final Problem Type,Block Address,Time PhonePickUp,Time First Unit Arrived,delta,minutes
"4200 Monterey Oaks Blvd, Austin, TX 78749, USA",78749,131560713,2013-06-05 10:43:13,06/05/2013,*Assist Non Emergency,*Assist Non Emergency,4200 Block Monterey Oaks Blvd,2013-06-05 10:42:29.000,2013-06-05 10:44:51.000,0 days 00:02:22.000000000,2.36666666667
"W 23rd St, Austin, TX 78705, USA",78705,172101157,2017-07-29 16:23:57,07/29/2017,Crash Service,Crash Service,Guadalupe St / W 23rd St,2017-07-29 16:23:17.000,2017-07-29 17:28:55.467,0 days 01:05:38.467000000,65.6333333333
"2100 Burton Dr, Austin, TX 78741, USA",78741,141831319,2014-07-02 16:53:44,07/02/2014,Auto Theft Service,Auto Theft Service,2100 Block Burton Dr,2014-07-02 16:53:21.000,2014-07-02 17:29:20.000,0 days 00:35:59.000000000,35.9833333333
"8700 N Lamar Blvd, Austin, TX 78753, USA",78753,152911527,2015-10-18 21:07:29,10/18/2015,Auto Theft,Auto Theft,8700 Block N LAMAR BLVD,2015-10-18 21:07:01.000,2015-10-18 21:10:16.000,0 days 00:03:15.000000000,3.25
"2600 Theresa Blanchard Ln, Austin, TX 78748, USA",78748,162600733,2016-09-16 10:32:30,09/16/2016,Check Welfare Service,Check Welfare Service,2600 Block Theresa Blanchard Ln,2016-09-16 10:29:56.000,2016-09-16 11:23:32.000,0 days 00:53:36.000000000,53.6
"3600 Presidential Blvd, Austin, TX 78719, USA",78719,171471519,2017-05-27 20:05:16,05/27/2017,*Assist Code 3,*Assist Code 3,3600 Block Presidential Blvd,2017-05-27 20:05:16.000,2017-05-27 20:08:00.000,0 days 00:02:44.000000000,2.73333333333
"2300 Durwood St, Austin, TX 78704, USA",78704,171660178,2017-06-15 04:04:07,06/15/2017,DOC / C.O. Violation,DOC / C.O. Violation,2300 Block Durwood St,2017-06-15 04:03:37.000,2017-06-15 04:09:03.090,0 days 00:05:26.090000000,5.43333333333
"1600 Royal Crest Dr, Austin, TX 78741, USA",78741,121750421,2012-06-23 03:31:58,06/23/2012,Burglary Vehicle,zBURGLARY/VEHICLE-J,1600 Block Royal Crest Dr,2012-06-23 03:30:59.000,2012-06-23 08:09:04.000,0 days 04:38:05.000000000,278.083333333
"8121 Shoal Creek Blvd, Austin, TX 78757, USA",78757,153231969,2015-11-19 22:52:52,11/19/2015,Traffic Stop,Traffic Stop,Steck Ave / Shoal Creek Blvd,2015-11-19 22:52:52.000,2015-11-19 22:52:52.000,0 days 00:00:00.000000000,0.0
"12611 N Hwy 183, Austin, TX 78759, United States",78759,120431467,2012-02-12 21:07:08,02/12/2012,Directed Patrol,Directed Patrol,12400 Block RESEARCH BLVD SVRD NB,2012-02-12 21:07:08.000,2012-02-12 21:07:08.000,0 days 00:00:00.000000000,0.0
"3759 Bergstrom Dr, Austin, TX 78719, USA",78719,142091358,2014-07-28 17:03:34,07/28/2014,zCHECKING AREA,zCHECKING AREA,3759-3800 Block BERGSTROM DR,2014-07-28 17:03:34.000,2014-07-28 17:03:34.000,0 days 00:00:00.000000000,0.0
"12300 Sugar Leaf Pl, Austin, TX 78748, USA",78748,152721029,2015-09-29 14:31:18,09/29/2015,Suspicious Vehicle,xNARCOTICS INFORMATION,12300 Block Sugar Leaf Pl,2015-09-29 14:30:20.000,2015-09-29 14:44:23.000,0 days 00:14:03.000000000,14.05
"500 E Ben White Blvd #1000, Austin, TX 78704, USA",78704,143042114,2014-10-31 22:13:45,10/31/2014,TRAFFIC STOP,TRAFFIC STOP,7200-7400 Block E BEN WHITE BLVD EB,2014-10-31 22:13:45.000,2014-10-31 22:13:44.000,-1 days +23:59:59.000000000,1439.98333333
"8800 S 1st St, Austin, TX 78748, USA",78748,152770808,2015-10-04 11:37:40,10/04/2015,Auto Theft Service,Auto Theft Service,8800 Block S 1st St,2015-10-04 11:35:31.000,2015-10-04 11:51:29.000,0 days 00:15:58.000000000,15.9666666667
"1404 W 30th St, Austin, TX 78703, USA",78703,170180045,2017-01-18 00:34:35,01/18/2017,Traffic Stop,Traffic Stop,W 30th St / Fruth St,2017-01-18 00:34:35.000,2017-01-18 00:34:35.000,0 days 00:00:00.000000000,0.0
"2500 Congress Ave, Austin, TX 78701, USA",78701,121450603,2012-05-24 09:30:02,05/24/2012,*Assist Non Emergency,zAGG SEXUAL ASSAULT-J,2500 Block S Congress Ave,2012-05-24 09:28:34.000,2012-05-24 09:48:43.000,0 days 00:20:09.000000000,20.15
"1211 W 8th St, Austin, TX 78703, USA",78703,121470358,2012-05-26 03:02:34,05/26/2012,Mischief / Vandalism,Mischief / Vandalism,San Antonio St / W 8th St,2012-05-26 03:01:52.000,2012-05-26 03:17:20.000,0 days 00:15:28.000000000,15.4666666667
"700 W 26th St, Austin, TX 78705, USA",78705,141300801,2014-05-10 11:16:58,05/10/2014,Hang-ups,Hang-ups,700 Block W 26th St,2014-05-10 11:16:38.000,2014-05-10 12:26:01.000,0 days 01:09:23.000000000,69.3833333333
"2500 Pearl St, Austin, TX 78705, USA",78705,142910252,2014-10-18 02:07:21,10/18/2014,DOC / C.O. Violation,DOC / C.O. Violation,2500 Block Pearl St,2014-10-18 02:06:54.000,2014-10-18 02:53:18.000,0 days 00:46:24.000000000,46.4
"6300 Thurgood Ave, Austin, TX 78721, USA",78721,151310877,2015-05-11 13:30:27,05/11/2015,On Site Incident,On Site Incident,6300 Block THURGOOD AVE,2015-05-11 13:30:27.000,2015-05-11 13:30:27.000,0 days 00:00:00.000000000,0.0
"6200 Sneed Cove, Austin, TX 78744, USA",78744,153051069,2015-11-01 10:51:30,11/01/2015,Suspicious Person,Suspicious Person,6200 Block Sneed Cv,2015-11-01 10:50:28.000,2015-11-01 10:59:22.000,0 days 00:08:54.000000000,8.9
"10021 Jollyville Rd, Austin, TX 78759, USA",78759,170180016,2017-01-18 00:12:14,01/18/2017,Suspicious Vehicle,Suspicious Vehicle,10021-10700 Block JOLLYVILLE RD,2017-01-18 00:12:14.000,2017-01-18 00:12:14.000,0 days 00:00:00.000000000,0.0
"1206 W Koenig Ln, Austin, TX 78756, USA",78756,122171210,2012-08-04 15:30:27,08/04/2012,Check Welfare Urgent,Check Welfare Urgent,Burnet Rd / W Koenig Ln,2012-08-04 15:30:04.000,2012-08-04 15:36:15.000,0 days 00:06:11.000000000,6.18333333333
"9510 N Lamar Blvd, Austin, TX 78753, USA",78753,122980288,2012-10-24 04:42:25,10/24/2012,zCHECKING AREA,zCHECKING AREA,9510-9500 Block N LAMAR BLVD,2012-10-24 04:42:25.000,2012-10-24 04:42:25.000,0 days 00:00:00.000000000,0.0
"5000 Hedgewood Dr, Austin, TX 78745, USA",78745,132552062,2013-09-12 22:52:41,09/12/2013,DOC / C.O. Violation,DOC / C.O. Violation,5000 Block Hedgewood Dr,2013-09-12 22:52:33.000,2013-09-12 23:09:37.000,0 days 00:17:04.000000000,17.0666666667
"5700 Burnet Rd, Austin, TX 78756, USA",78756,130930590,2013-04-03 09:50:22,04/03/2013,ID Property Crimes,ID Property Crimes,5700 Block Burnet Rd,2013-04-03 09:48:34.000,2013-04-03 10:33:49.000,0 days 00:45:15.000000000,45.25
"1205 W 6th St, Austin, TX 78703, USA",78703,133480201,2013-12-14 01:48:03,12/14/2013,TRAFFIC STOP,TRAFFIC STOP,1205-1200 Block W 6TH ST,2013-12-14 01:48:03.000,2013-12-14 01:48:02.000,-1 days +23:59:59.000000000,1439.98333333
"700 E Stassney Ln, Austin, TX 78745, USA",78745,141141913,2014-04-24 21:31:43,04/24/2014,Check Welfare Urgent,Suspicious Person,700 Block E Stassney Ln,2014-04-24 21:31:28.000,2014-04-24 21:32:57.000,0 days 00:01:29.000000000,1.48333333333
"500 E 7th St, Austin, TX 78701, USA",78701,152390996,2015-08-27 12:48:54,08/27/2015,On Site Incident,xASSAULT WITH INJURY,500 Block E 7th St,2015-08-27 12:48:54.000,2015-08-27 12:48:54.000,0 days 00:00:00.000000000,0.0
"2800 Guadalupe St, Austin, TX 78705, USA",78705,170811565,2017-03-22 20:00:28,03/22/2017,Robbery HS,Robbery Urgent,2800 Block GUADALUPE ST,2017-03-22 19:59:42.000,2017-03-22 20:02:46.533,0 days 00:03:04.533000000,3.06666666667
"401 E 4th St, Austin, TX 78701, USA",78701,151191766,2015-04-29 21:05:09,04/29/2015,Special Assignment,Special Assignment,CAP METRO RAIL,2015-04-29 21:05:09.000,2015-04-29 21:05:09.000,0 days 00:00:00.000000000,0.0
"1000 E 8th St, Austin, TX 78702, USA",78702,123052111,2012-10-31 22:45:03,10/31/2012,DOC / C.O. Violation,DOC / C.O. Violation,1000 Block - 1016 E 8th St,2012-10-31 22:44:38.000,2012-10-31 23:16:18.000,0 days 00:31:40.000000000,31.6666666667
"8300 Bowling Green Dr, Austin, TX 78757, USA",78757,130720166,2013-03-13 01:56:45,03/13/2013,Nature Unknown Urgent,Nature Unknown Urgent,8300 Block Bowling Green Dr,2013-03-13 01:56:23.000,2013-03-13 02:08:37.000,0 days 00:12:14.000000000,12.2333333333
"7200 Outfitter Drive, Austin, TX 78744, USA",78744,130470354,2013-02-16 03:31:48,02/16/2013,Alarm Burglar,xFALSE BURGLAR ALARM,7200 Block Outfitter Dr,2013-02-16 03:31:23.000,2013-02-16 03:41:58.000,0 days 00:10:35.000000000,10.5833333333
"2100 Manor Rd, Austin, TX 78722, USA",78722,140181418,2014-01-18 18:51:39,01/18/2014,Suspicious Unknown,Suspicious Unknown,2100 Block Manor Rd,2014-01-18 18:50:13.000,2014-01-18 18:54:57.000,0 days 00:04:44.000000000,4.73333333333
"3500 Presidential Blvd, Austin, TX 78719, USA",78719,132680874,2013-09-25 11:38:32,09/25/2013,*Assist Non Emergency,*Assist Non Emergency,3500 Block Presidential Blvd,2013-09-25 11:35:24.000,2013-09-25 11:47:19.000,0 days 00:11:55.000000000,11.9166666667
"5300 Buffalo Pass, Austin, TX 78745, USA",78745,162071741,2016-07-25 21:49:40,07/25/2016,Shots Fired,Shots Fired,5300 Block Buffalo Pass,2016-07-25 21:48:19.000,2016-07-25 22:00:57.000,0 days 00:12:38.000000000,12.6333333333
"1000 Clayton Ln, Austin, TX 78723, USA",78723,160621523,2016-03-02 19:34:02,03/02/2016,Disturbance Service,xASSIST COMPLAINANT,1000 Block Clayton Ln,2016-03-02 19:29:01.000,2016-03-02 19:41:32.000,0 days 00:12:31.000000000,12.5166666667
"1600 Wheless Ln, Austin, TX 78723, USA",78723,171061443,2017-04-16 21:54:01,04/16/2017,Disturbance Other,xFAMILY DISTURBANCE,1600 Block Wheless Ln,2017-04-16 21:53:01.000,2017-04-16 22:04:37.953,0 days 00:11:36.953000000,11.6
"500 E Stassney Ln, Austin, TX 78745, USA",78745,121160639,2012-04-25 10:08:06,04/25/2012,Crash Service,Crash Service,W Stassney Ln / S Congress Ave,2012-04-25 10:07:59.000,2012-04-25 10:30:47.000,0 days 00:22:48.000000000,22.8
"7800 Gault St, Austin, TX 78757, USA",7800 ,150051102,2015-01-05 15:55:38,01/05/2015,Alarm Burglar,xFALSE BURGLAR ALARM,7800 Block Gault St,2015-01-05 15:55:24.000,2015-01-05 16:06:59.000,0 days 00:11:35.000000000,11.5833333333
"600 Brazos St, Austin, TX 78701, USA",78701,152471258,2015-09-04 15:44:49,09/04/2015,Directed Patrol,Directed Patrol,600 Block Brazos St,2015-09-04 15:44:49.000,2015-09-04 15:44:49.000,0 days 00:00:00.000000000,0.0
"2400 Willow Hill Dr, Austin, TX 78741, USA",78741,162382066,2016-08-25 23:09:18,08/25/2016,Nature Unknown Urgent,Nature Unknown Urgent,2400-2500 Block Willow Hill Dr,2016-08-25 23:08:39.000,2016-08-25 23:15:19.000,0 days 00:06:40.000000000,6.66666666667
"1100 Chicon St, Austin, TX 78702, USA",78702,141930988,2014-07-12 14:08:43,07/12/2014,Check Welfare Service,Disturbance Other,1100 Block Chicon St,2014-07-12 14:08:05.000,2014-07-12 14:12:52.000,0 days 00:04:47.000000000,4.78333333333
"500 Congress Ave, Austin, TX 78701, USA",78701,150610541,2015-03-02 11:08:45,03/02/2015,Directed Patrol,Directed Patrol,500 Block CONGRESS AVE,2015-03-02 11:08:45.000,2015-03-02 11:08:45.000,0 days 00:00:00.000000000,0.0
"8300 N FM 620, Austin, TX 78726, USA",78726,120560389,2012-02-25 02:43:04,02/25/2012,Directed Patrol,Directed Patrol,8300 Block N FM 620 RD,2012-02-25 02:43:04.000,2012-02-25 02:43:04.000,0 days 00:00:00.000000000,0.0
"600 E 15th St, Austin, TX 78701, USA",78701,170111452,2017-01-11 18:13:41,01/11/2017,Service,Service,600 Block E 15th St,2017-01-11 18:13:24.000,2017-01-11 22:51:24.830,0 days 04:38:00.830000000,278.0
"Sheraton Ave, Austin, TX 78745, USA",78745,171011370,2017-04-11 18:37:00,04/11/2017,Service,Service,S Congress Ave / Sheraton Ave,2017-04-11 18:35:40.000,2017-04-11 20:19:38.960,0 days 01:43:58.960000000,103.966666667
"5300 Cameron Rd, Austin, TX 78723, USA",78723,160771798,2016-03-17 20:33:31,03/17/2016,Service,Service,5300 Block Cameron Rd,2016-03-17 20:30:55.000,2016-03-17 20:56:22.000,0 days 00:25:27.000000000,25.45
"10100 Woodstock Dr, Austin, TX 78753, USA",78753,151542143,2015-06-03 23:43:40,06/03/2015,Suspicious Person,Suspicious Person,10100 Block Woodstock Dr,2015-06-03 23:42:31.000,2015-06-03 23:54:48.000,0 days 00:12:17.000000000,12.2833333333
"200 Barton Springs Rd, Austin, TX 78704, USA",78704,121020461,2012-04-11 09:19:12,04/11/2012,Check Welfare Urgent,xASSIST COMPLAINANT,200 Block BARTON SPRINGS RD,2012-04-11 09:17:50.000,2012-04-11 09:26:39.000,0 days 00:08:49.000000000,8.81666666667
"3522 Presidential Blvd, Austin, TX 78719, USA",78719,132091195,2013-07-28 16:30:45,07/28/2013,zCHECKING AREA,zCHECKING AREA,3522-3500 Block PRESIDENTIAL BLVD,2013-07-28 16:30:45.000,2013-07-28 16:30:45.000,0 days 00:00:00.000000000,0.0
"4900 Russet Hill Dr, Austin, TX 78723, USA",78723,132410857,2013-08-29 12:08:31,08/29/2013,Hang-up Residence,Hang-up Residence,4900 Block Russet Hill Dr,2013-08-29 12:07:28.000,2013-08-29 12:32:06.000,0 days 00:24:38.000000000,24.6333333333
"Employee Ave, Austin, TX 78719, USA",78719,161791071,2016-06-27 15:18:19,06/27/2016,*Assist Non Emergency,*Assist Non Emergency,2900 Block Employee Ave,2016-06-27 15:18:19.000,2016-06-27 15:24:22.000,0 days 00:06:03.000000000,6.05
"W Mockingbird Ln, Austin, TX 78745, USA",78745,122061617,2012-07-24 19:21:28,07/24/2012,Traffic Stop,Traffic Stop,S CONGRESS AVE / W MOCKINGBIRD LN,2012-07-24 19:21:28.000,2012-07-24 19:21:28.000,0 days 00:00:00.000000000,0.0
"1700 E 3rd St, Austin, TX 78702, USA",78702,141101274,2014-04-20 22:35:29,04/20/2014,DOC / C.O. Violation,DOC / C.O. Violation,1700 Block E 3rd St,2014-04-20 22:35:03.000,2014-04-20 22:44:39.000,0 days 00:09:36.000000000,9.6
"1000 Clayton Ln, Austin, TX 78723, USA",78723,153440946,2015-12-10 13:01:48,12/10/2015,Attempted Suicide HS,xASSIST EMS,1000 Block Clayton Ln,2015-12-10 13:01:13.000,2015-12-10 13:11:44.000,0 days 00:10:31.000000000,10.5166666667
"3200 Esperanza Crossing, Austin, TX 78758, USA",78758,161210332,2016-04-30 03:32:26,04/30/2016,On Site Incident,xASSIST COMPLAINANT,3200 Block Esperanza Xing,2016-04-30 03:32:26.000,2016-04-30 03:32:26.000,0 days 00:00:00.000000000,0.0
"3800 Avenue H, Austin, TX 78751, USA",78751,170590860,2017-02-28 12:59:40,02/28/2017,zPARKING VIOLATION-J,zPARKING VIOLATION-J,3800-3800 Block AVENUE H,2017-02-28 12:59:40.000,2017-02-28 12:59:41.000,0 days 00:00:01.000000000,0.0166666666667
"800 Grove Blvd, Austin, TX 78741, USA",78741,123341401,2012-11-29 18:10:56,11/29/2012,Subject Stop,Subject Stop,800 Block GROVE BLVD,2012-11-29 18:10:56.000,2012-11-29 18:10:56.000,0 days 00:00:00.000000000,0.0
"302 Lavaca St, Austin, TX 78701, USA",78701,141620469,2014-06-11 08:20:21,06/11/2014,Traffic Stop,xDWLI DRIVING W/ LICENSE INVAL,302-300 Block LAVACA ST,2014-06-11 08:20:21.000,2014-06-11 08:20:21.000,0 days 00:00:00.000000000,0.0
"3000 Lyons Rd, Austin, TX 78702, USA",78702,160782156,2016-03-18 22:06:53,03/18/2016,Alarm Burglar,xFALSE BURGLAR ALARM,3000 Block Lyons Rd,2016-03-18 22:04:53.000,2016-03-18 22:10:30.000,0 days 00:05:37.000000000,5.61666666667
"10000 Lake Creek Pkwy, Austin, TX 78729, USA",78729,152840993,2015-10-11 13:50:57,10/11/2015,Check Welfare Urgent,xEMERGENCY DETENTION,10000 Block Lake Creek Pkwy,2015-10-11 13:49:48.000,2015-10-11 13:58:18.000,0 days 00:08:30.000000000,8.5
"8500 Burnet Rd, Austin, TX 78757, USA",78757,122001282,2012-07-18 16:23:24,07/18/2012,Disturbance Other,Disturbance Other,8500 Block Burnet Rd,2012-07-18 16:23:05.000,2012-07-18 16:34:59.000,0 days 00:11:54.000000000,11.9
"9000 Northgate Blvd, Austin, TX 78758, USA",78758,122031873,2012-07-21 21:01:33,07/21/2012,Hang-ups,Hang-ups,9000 Block Northgate Blvd,2012-07-21 21:01:26.000,2012-07-21 21:08:39.000,0 days 00:07:13.000000000,7.21666666667
"12300 Metric Blvd, Austin, TX 78758, USA",78758,123410027,2012-12-06 00:19:20,12/06/2012,Disturbance HS,xFAMILY DISTURBANCE,12300 Block Metric Blvd,2012-12-06 00:18:16.000,2012-12-06 00:22:49.000,0 days 00:04:33.000000000,4.55
"1200 Radcliff Dr, Austin, TX 78752, USA",78752,130230685,2013-01-23 10:47:23,01/23/2013,zCHECKING AREA,zCHECKING AREA,1200 Block RADCLIFF DR,2013-01-23 10:47:23.000,2013-01-23 10:47:23.000,0 days 00:00:00.000000000,0.0
"1400 Coronado Hills Dr, Austin, TX 78752, USA",78752,131631347,2013-06-12 17:26:39,06/12/2013,Special Assignment,Special Assignment,1400 Block CORONADO HILLS DR,2013-06-12 17:26:39.000,2013-06-12 17:26:39.000,0 days 00:00:00.000000000,0.0
"100 W 2nd St, Austin, TX 78701, USA",78701,152751231,2015-10-02 15:03:24,10/02/2015,Special Assignment,Special Assignment,100 Block W 2nd St,2015-10-02 15:03:24.000,2015-10-02 15:03:24.000,0 days 00:00:00.000000000,0.0
"3700 Wilson St, Austin, TX 78704, USA",78704,171511500,2017-05-31 19:02:48,05/31/2017,Hang-up Residence,Hang-up Residence,3700 Block Wilson St,2017-05-31 19:02:19.000,2017-05-31 19:04:45.870,0 days 00:02:26.870000000,2.43333333333
"300 E 8th St, Austin, TX 78701, USA",78701,122721094,2012-09-28 14:49:53,09/28/2012,*Assist Non Emergency,xREQUEST APPREHEN,300 Block E 8th St,2012-09-28 14:49:40.000,2012-09-28 15:25:01.000,0 days 00:35:21.000000000,35.35
"606 W 32nd St, Austin, TX 78705, USA",78705,152170566,2015-08-05 09:45:35,08/05/2015,zCAR WASH,zCAR WASH,606-600 Block W 32ND ST,2015-08-05 09:45:35.000,2015-08-05 09:45:35.000,0 days 00:00:00.000000000,0.0
"6900 Dogwood Hollow, Austin, TX 78750, USA",78750,142601039,2014-09-17 13:40:00,09/17/2014,Alarm Burglar,Alarm Burglar,6900 Block Dogwood Holw,2014-09-17 13:38:59.000,2014-09-17 13:51:20.000,0 days 00:12:21.000000000,12.35
"6000 Dillard Cir, Austin, TX 78752, USA",78752,152890571,2015-10-16 09:24:09,10/16/2015,Trespass Urgent,Suspicious Person,6000 Block Dillard Cir,2015-10-16 09:23:33.000,2015-10-16 09:43:46.000,0 days 00:20:13.000000000,20.2166666667
"700 Neches St, Austin, TX 78701, USA",78701,171701455,2017-06-19 18:43:55,06/19/2017,Subject Stop,xPOSS DRG PARAPHERNALIA,700 Block - 716 NECHES ST,2017-06-19 18:43:55.000,2017-06-19 18:43:55.960,0 days 00:00:00.960000000,0.0
"12100 Metric Blvd, Austin, TX 78758, USA",78758,172481210,2017-09-05 17:15:58,09/05/2017,zCHECKING AREA,zCHECKING AREA,12100 Block METRIC BLVD,2017-09-05 17:15:58.000,2017-09-05 17:15:58.693,0 days 00:00:00.693000000,0.0
"5700 Nijmegen Dr, Del Valle, TX 78617, USA",78617,152771568,2015-10-04 20:24:53,10/04/2015,Disturbance HS,xFAMILY DISTURBANCE,5700 Block Nijmegen Dr,2015-10-04 20:24:03.000,2015-10-04 20:32:51.000,0 days 00:08:48.000000000,8.8
"1722 Wickersham Ln, Austin, TX 78741, USA",78741,120091295,2012-01-09 18:22:34,01/09/2012,zFOLLOW UP INVESTIGATION,zFOLLOW UP INVESTIGATION,1722-1800 Block WICKERSHAM LN,2012-01-09 18:22:34.000,2012-01-09 18:22:34.000,0 days 00:00:00.000000000,0.0
"3200 Esperanza Crossing, Austin, TX 78758, USA",78758,141030743,2014-04-13 11:03:54,04/13/2014,On Site Incident,ZBLUE FORM COLLISION,3200 Block ESPERANZA XING,2014-04-13 11:03:54.000,2014-04-13 11:03:54.000,0 days 00:00:00.000000000,0.0
"800 W 6th St, Austin, TX 78701, USA",78701,162371707,2016-08-24 21:20:10,08/24/2016,Traffic Stop,Traffic Stop,800 Block W 6th St,2016-08-24 21:20:10.000,2016-08-24 21:20:10.000,0 days 00:00:00.000000000,0.0
"800 Trinity St, Austin, TX 78701, USA",78701,170630395,2017-03-04 06:44:41,03/04/2017,Suspicious Person,Check Welfare Service,800 Block Trinity St,2017-03-04 06:44:02.000,2017-03-04 07:59:41.637,0 days 01:15:39.637000000,75.65
"600 E 15th St, Austin, TX 78701, USA",78701,172241139,2017-08-12 17:50:11,08/12/2017,Service,Service,600 Block E 15th St,2017-08-12 17:48:21.000,2017-08-12 18:09:16.177,0 days 00:20:55.177000000,20.9166666667
"2000 E 6th St, Austin, TX 78702, USA",78702,172380657,2017-08-26 11:22:31,08/26/2017,Alarm Burglar,Alarm Burglar,2000 Block E 6th St,2017-08-26 11:22:01.000,2017-08-26 11:26:00.767,0 days 00:03:59.767000000,3.98333333333
"4315 James Casey St #300, Austin, TX 78745, USA",78745,122651210,2012-09-21 14:23:06,09/21/2012,Suspicious Person,Suspicious Person,Eskew Dr / Brodie Ln,2012-09-21 14:21:00.000,2012-09-21 14:30:14.000,0 days 00:09:14.000000000,9.23333333333
"5200 Old Spicewood Springs Rd, Austin, TX 78759, USA",78759,151670928,2015-06-16 13:20:22,06/16/2015,zCHECKING AREA,zCHECKING AREA,5200 Block OLD SPICEWOOD SPRINGS RD,2015-06-16 13:20:22.000,2015-06-16 13:20:22.000,0 days 00:00:00.000000000,0.0
"7200 Ellington Cir, Austin, TX 78724, USA",78724,143621103,2014-12-28 20:02:15,12/28/2014,Burglary HS,Burglary HS,7200 Block Ellington Cir,2014-12-28 20:01:36.000,2014-12-28 20:14:15.000,0 days 00:12:39.000000000,12.65
"10900 Research Blvd #160c, Austin, TX 78759, USA",78759,142720728,2014-09-29 10:52:36,09/29/2014,Crash Urgent,Crash HS,W Braker Ln / Research Blvd Svrd Nb,2014-09-29 10:51:53.000,2014-09-29 11:01:53.000,0 days 00:10:00.000000000,10.0
"10000 Stonelake Blvd, Austin, TX 78759, USA",78759,160411813,2016-02-10 21:41:59,02/10/2016,Suspicious Person,Suspicious Person,10000 Block Stonelake Blvd,2016-02-10 21:40:49.000,2016-02-10 21:47:50.000,0 days 00:07:01.000000000,7.01666666667
"2900 Crownspoint Dr, Austin, TX 78748, USA",78748,161700397,2016-06-18 05:48:20,06/18/2016,Service,Service,2900 Block Crownspoint Dr,2016-06-18 05:48:14.000,2016-06-18 07:01:51.000,0 days 01:13:37.000000000,73.6166666667
"501 E Koenig Ln, Austin, TX 78751, USA",78751,161191960,2016-04-28 22:58:07,04/28/2016,Traffic Stop,Traffic Stop,E KOENIG LN SVRD EB / AIRPORT BLVD,2016-04-28 22:58:07.000,2016-04-28 22:58:07.000,0 days 00:00:00.000000000,0.0
"6700 Middle Fiskville Rd, Austin, TX 78752, USA",78752,170421364,2017-02-11 18:26:31,02/11/2017,Special Assignment,Special Assignment,6700 Block Middle Fiskville Rd,2017-02-11 18:26:31.000,2017-02-11 18:26:31.000,0 days 00:00:00.000000000,0.0
"7000 Decker Ln, Austin, TX 78724, USA",78724,123261355,2012-11-21 16:59:42,11/21/2012,Disturbance HS,Disturbance Other,7000 Block Decker Ln,2012-11-21 16:59:08.000,2012-11-21 17:08:45.000,0 days 00:09:37.000000000,9.61666666667
"600 E 15th St, Austin, TX 78701, USA",78701,140481373,2014-02-17 18:33:06,02/17/2014,On Site Incident,xPUBLIC INTOXICATION,600 Block E 15TH ST,2014-02-17 18:33:06.000,2014-02-17 18:33:06.000,0 days 00:00:00.000000000,0.0
"8600 Martindale Dr, Austin, TX 78759, USA",78759,142060279,2014-07-25 04:23:39,07/25/2014,Check Welfare Urgent,xEMERGENCY DETENTION,8600 Block Martindale Dr,2014-07-25 04:19:44.000,2014-07-25 04:31:53.000,0 days 00:12:09.000000000,12.15
"3764 Mt Bonnell Rd, Austin, TX 78731, USA",78731,141870814,2014-07-06 11:29:31,07/06/2014,zCHECKING AREA,zCHECKING AREA,3764-3700 Block MOUNT BONNELL RD,2014-07-06 11:29:31.000,2014-07-06 11:29:31.000,0 days 00:00:00.000000000,0.0
"1000 Norwood Park Blvd, Austin, TX 78752, USA",78752,120061194,2012-01-06 14:10:40,01/06/2012,Hang-ups,Hang-ups,1000 Block Norwood Park Blvd,2012-01-06 14:10:21.000,2012-01-06 14:33:49.000,0 days 00:23:28.000000000,23.4666666667
"2200 Muroc St, Austin, TX 78757, USA",78757,141201908,2014-04-30 22:41:07,04/30/2014,Burglary Non Res Service,Burglary HS,2200 Block Muroc St,2014-04-30 22:40:27.000,2014-04-30 22:43:50.000,0 days 00:03:23.000000000,3.38333333333
"2212 San Gabriel St, Austin, TX 78705, USA",78705,141111272,2014-04-21 17:34:43,04/21/2014,Traffic Stop,Traffic Stop,W 24TH ST / SAN GABRIEL ST,2014-04-21 17:34:43.000,2014-04-21 17:34:43.000,0 days 00:00:00.000000000,0.0
"1400 E 12th St, Austin, TX 78702, USA",78702,160900026,2016-03-30 00:32:47,03/30/2016,Sex Crime HS,xAGG SEXUAL ASSAULT,1400 Block E 12th St,2016-03-30 00:31:52.000,2016-03-30 00:40:30.000,0 days 00:08:38.000000000,8.63333333333
"2500 Western Trails Blvd, Austin, TX 78745, USA",78745,171231082,2017-05-03 14:07:23,05/03/2017,Check Welfare Urgent,xASSIST EMS,2500 Block Western Trails Blvd,2017-05-03 14:06:24.000,2017-05-03 14:18:09.153,0 days 00:11:45.153000000,11.75
"2000 E 2nd St, Austin, TX 78702, USA",78702,171960990,2017-07-15 14:55:02,07/15/2017,DOC / C.O. Violation,XParking Violation,2000 Block E 2nd St,2017-07-15 14:54:40.000,2017-07-15 15:11:42.963,0 days 00:17:02.963000000,17.0333333333
"1200 Tartan Ln, Austin, TX 78753, USA",78753,131561512,2013-06-05 18:05:56,06/05/2013,Disturbance Other,xASSIST COMPLAINANT,1200 Block Tartan Ln,2013-06-05 18:05:35.000,2013-06-05 18:32:09.000,0 days 00:26:34.000000000,26.5666666667
"2000 S 1st St, Austin, TX 78704, USA",78704,141240476,2014-05-04 06:53:05,05/04/2014,Alarm Burglar,Alarm Burglar,2000 Block S 1st St,2014-05-04 06:51:44.000,2014-05-04 07:06:49.000,0 days 00:15:05.000000000,15.0833333333
